0100-01-  WEST EIFEL VOLC FIELD         Germany              50.17  N   6.85  E   600 Maars               Radiocarbon             D7
0601-19=  KUNYIT                        Sumatra               2.592 S 101.63  E  2151 Stratovolcano       Fumarolic               U
0601-191  PENDAN                        Sumatra               2.82  S 102.02  E       Unknown             Holocene                U
0601-20=  BELIRANG-BERITI               Sumatra               2.82  S 102.18  E  1958 Compound volcano    Fumarolic               U
0601-21=  LUMUTDAUN, BUKIT              Sumatra               3.38  S 102.37  E  2467 Stratovolcano       Fumarolic               U
0601-22=  KABA                          Sumatra               3.52  S 102.62  E  1952 Stratovolcano       Historical              D2
0601-23=  DEMPO                         Sumatra               4.03  S 103.13  E  3173 Stratovolcano       Historical              D1
0601-231  PATAH                         Sumatra               4.27  S 103.30  E  2817 Unknown             Uncertain               ?
0601-24=  LUMUT BALAI, BUKIT            Sumatra               4.22  S 103.62  E  2055 Stratovolcano ?     Fumarolic               U
0601-25=  BESAR, GUNUNG                 Sumatra               4.43  S 103.67  E  1899 Stratovolcano ?     Historical              D2
0601-251  RANAU                         Sumatra               4.83  S 103.92  E  1881 Caldera             Holocene?               ?
0601-26=  SEKINCAU BELIRANG             Sumatra               5.12  S 104.32  E  1719 Caldera             Fumarolic               U
0601-27=  SUOH                          Sumatra               5.25  S 104.27  E  1000 Maars               Historical              D2
0601-28=  HULUBELU                      Sumatra               5.35  S 104.60  E  1040 Caldera             Fumarolic               U
0601-29=  RAJABASA                      Sumatra               5.78  S 105.625 E  1281 Stratovolcano       Fumarolic               U
0602-00=  KRAKATAU                      Indonesia             6.102 S 105.423 E   813 Caldera             Historical              D1
0603-01=  DANAU COMPLEX                 Java                  6.20  S 105.97  E  1778 Caldera             Holocene                U
0603-02=  KARANG                        Java                  6.27  S 106.042 E  1778 Stratovolcano       Fumarolic               U
0603-03=  KIARABERES-GAGAK              Java                  6.73  S 106.65  E  1511 Stratovolcano       Historical              D2
0603-04=  PERBAKTI                      Java                  6.75  S 106.68  E  1699 Stratovolcano       Fumarolic               U
0603-05=  SALAK                         Java                  6.72  S 106.73  E  2211 Stratovolcano       Historical              D2
0603-06=  GEDE                          Java                  6.78  S 106.98  E  2958 Stratovolcano       Historical              D2
0603-07=  PATUHA                        Java                  7.15  S 107.37  E  2434 Stratovolcano       Holocene                U
0603-08=  WAYANG-WINDU                  Java                  7.208 S 107.63  E  2182 Stratovolcano       Fumarolic               U
0603-09=  TANGKUBANPARAHU               Java                  6.77  S 107.60  E  2084 Stratovolcano       Historical              D1
0603-10=  PAPANDAYAN                    Java                  7.32  S 107.73  E  2665 Stratovolcano       Historical              D2
0603-11=  KAWAHMANUK                    Java                  7.23  S 107.72  E  2608 Fumarole field      Fumarolic               ?
0603-12=  KAWAHKAMOJANG                 Java                  7.125 S 107.80  E  1730 Fumarole field      Fumarolic               ?
0603-13=  GUNTUR                        Java                  7.13  S 107.83  E  2249 Complex volcano     Historical              D3
0603-131  TAMPOMAS                      Java                  6.77  S 107.95  E  1684 Stratovolcano       Holocene                U
0603-14=  GALUNGGUNG                    Java                  7.25  S 108.05  E  2168 Stratovolcano       Historical              D1
0603-15=  TALAGABODAS                   Java                  7.208 S 108.07  E  1020 Stratovolcano       Fumarolic               U
0603-16=  KAWAHKARAHA                   Java                  7.17  S 108.08  E  1155 Fumarole field      Fumarolic               ?
0603-17=  CEREME                        Java                  6.892 S 108.40  E  3078 Stratovolcano       Historical              D2
0603-18=  SLAMET                        Java                  7.242 S 109.208 E  3432 Stratovolcano       Historical              D1
0603-20=  DIENG VOLC COMPLEX            Java                  7.20  S 109.92  E  2565 Complex volcano     Historical              D1
0603-21=  SUNDORO                       Java                  7.30  S 109.992 E  3151 Stratovolcano       Historical              D1
0603-22=  SUMBING                       Java                  7.38  S 110.058 E  3371 Stratovolcano       Historical              D4
0603-23=  UNGARAN                       Java                  7.18  S 110.33  E  2050 Stratovolcano       Holocene                U
0603-231  TELOMOYO                      Java                  7.37  S 110.40  E  1894 Stratovolcano       Holocene                U
0603-24=  MERBABU                       Java                  7.45  S 110.43  E  3145 Stratovolcano       Historical              D4
0603-25=  MERAPI                        Java                  7.542 S 110.442 E  2911 Stratovolcano       Historical              D1
0603-26=  LAWU                          Java                  7.625 S 111.192 E  3265 Stratovolcano       Holocene                U
0603-27=  WILIS                         Java                  7.808 S 111.758 E  2563 Stratovolcano       Holocene                U
0603-28=  KELUT                         Java                  7.93  S 112.308 E  1731 Stratovolcano       Historical              D1
0603-281  KAWI-BUTAK                    Java                  7.92  S 112.45  E  2651 Stratovolcanoes     Holocene                U
0603-29=  ARJUNO-WELIRANG               Java                  7.725 S 112.58  E  3339 Stratovolcano       Historical              D2
0603-291  PENANGGUNGAN                  Java                  7.62  S 112.63  E  1653 Stratovolcano       Holocene                U
0603-292  MALANG PLAIN                  Java                  8.02  S 112.68  E   680 Maars               Holocene                U
0603-30=  SEMERU                        Java                  8.108 S 112.92  E  3676 Stratovolcano       Historical              D1
0603-31=  TENGGER CALDERA               Java                  7.942 S 112.95  E  2329 Stratovolcano       Historical              D1
0603-32=  LAMONGAN                      Java                  8.00  S 113.342 E  1651 Stratovolcano       Historical              D3
0603-321  LURUS                         Java                  7.70  S 113.58  E   539 Complex volcano     Holocene?               ?
0603-33=  IYANG-ARGAPURA                Java                  7.97  S 113.57  E  3088 Complex volcano     Holocene                U
0603-34=  RAUNG                         Java                  8.125 S 114.042 E  3332 Stratovolcano       Historical              D1
0603-35=  IJEN                          Java                  8.058 S 114.242 E  2386 Stratovolcanoes     Historical              D1
0603-351  BALURAN                       Java                  7.85  S 114.37  E  1247 Stratovolcano       Holocene?               ?
0604-001  BRATAN                        Lesser Sunda Is       8.28  S 115.13  E  2276 Caldera             Holocene                U
0604-01=  BATUR                         Lesser Sunda Is       8.242 S 115.375 E  1717 Caldera             Historical              D1
0604-02=  AGUNG                         Lesser Sunda Is       8.342 S 115.508 E  3142 Stratovolcano       Historical              D1
0604-03=  RINJANI                       Lesser Sunda Is       8.42  S 116.47  E  3726 Stratovolcano       Historical              D1
0604-04=  TAMBORA                       Lesser Sunda Is       8.25  S 118.00  E  2850 Stratovolcano       Historical              D1
0604-05=  SANGEANG API                  Lesser Sunda Is       8.18  S 119.058 E  1949 Complex volcano     Historical              D1
0604-051  GILIBANTA                     Lesser Sunda Is       8.52  S 119.35  E       Submarine volcano ? Uncertain               ?
0604-06=  SANO, WAI                     Lesser Sunda Is       8.68  S 120.025 E   903 Caldera             Fumarolic               U
0604-07=  POCO LEOK                     Lesser Sunda Is       8.68  S 120.48  E  1675 Unknown             Fumarolic               U
0604-071  RANAKAH, GUNUNG               Lesser Sunda Is       8.62  S 120.52  E  2100 Lava domes          Historical              D1
0604-08=  INIERIE                       Lesser Sunda Is       8.875 S 120.95  E  2245 Stratovolcano       Fumarolic               U
0604-09=  INIELIKA                      Lesser Sunda Is       8.73  S 120.98  E  1559 Complex volcano     Historical              D2
0604-10=  EBULOBO                       Lesser Sunda Is       8.808 S 121.18  E  2124 Stratovolcano       Historical              D1
0604-11=  IYA                           Lesser Sunda Is       8.88  S 121.63  E   637 Stratovolcano       Historical              D1
0604-12=  SUKARIA CALDERA               Lesser Sunda Is       8.792 S 121.77  E  1500 Caldera             Fumarolic               U
0604-13=  NDETE NAPU                    Lesser Sunda Is       8.72  S 121.78  E   750 Fumarole field      Fumarolic               ?
0604-14=  KELIMUTU                      Lesser Sunda Is       8.758 S 121.83  E  1640 Complex volcano     Historical              D1
0604-15=  PALUWEH                       Lesser Sunda Is       8.32  S 121.708 E   875 Stratovolcano       Historical              D1
0604-16=  EGON                          Lesser Sunda Is       8.67  S 122.45  E  1703 Stratovolcano       Historical              D2
0604-17=  ILIMUDA                       Lesser Sunda Is       8.478 S 122.671 E  1100 Stratovolcano       Fumarolic               U
0604-18=  LEWOTOBI                      Lesser Sunda Is       8.53  S 122.775 E  1703 Stratovolcanoes     Historical              D1
0604-20=  LEREBOLENG                    Lesser Sunda Is       8.358 S 122.842 E  1117 Complex volcano     Historical              D3
0604-21=  RIANG KOTANG                  Lesser Sunda Is       8.30  S 122.892 E   200 Fumarole field      Fumarolic               ?
0604-22=  ILIBOLENG                     Lesser Sunda Is       8.342 S 123.258 E  1659 Stratovolcano       Historical              D1
0604-23=  LEWOTOLO                      Lesser Sunda Is       8.272 S 123.505 E  1423 Stratovolcano       Historical              D2
0604-24=  ILILABALEKAN                  Lesser Sunda Is       8.53  S 123.42  E  1018 Stratovolcano       Fumarolic               U
0604-25=  ILIWERUNG                     Lesser Sunda Is       8.54  S 123.59  E  1018 Complex volcano     Historical              D1
0604-26=  TARA, BATU                    Lesser Sunda Is       7.792 S 123.579 E   748 Stratovolcano       Historical              D3
0604-27=  SIRUNG                        Lesser Sunda Is       8.51  S 124.148 E   862 Complex volcano     Historical              D1
0604-28=  YERSEY                        Lesser Sunda Is       7.53  S 123.95  E -3800 Submarine volcano ? Uncertain               ?
0605-01=  EMPEROR OF CHINA              Banda Sea             6.62  S 124.22  E -2850 Submarine volcano ? Uncertain               ?
0605-02=  NIEUWERKERK                   Banda Sea             6.60  S 124.675 E -2285 Submarine volcano ? Uncertain               ?
0605-03=  GUNUNGAPI WETAR               Banda Sea             6.642 S 126.65  E   282 Stratovolcano       Historical              D5
0605-04=  WURLALI                       Banda Sea             7.125 S 128.675 E   868 Stratovolcano       Historical              D3
0605-05=  TEON                          Banda Sea             6.92  S 129.125 E   655 Stratovolcano       Historical              D2
0605-06=  NILA                          Banda Sea             6.73  S 129.50  E   781 Stratovolcano       Historical              D1
0605-07=  SERUA                         Banda Sea             6.30  S 130.00  E   641 Stratovolcano       Historical              D2
0605-08=  MANUK                         Banda Sea             5.53  S 130.292 E   282 Stratovolcano       Fumarolic               U
0605-09=  BANDA API                     Banda Sea             4.525 S 129.871 E   640 Caldera             Historical              D1
0606-01=  COLO [UNA UNA]                Sulawesi-Indonesia    0.17  S 121.608 E   507 Stratovolcano       Historical              D1
0606-02=  AMBANG                        Sulawesi-Indonesia    0.75  N 124.42  E  1795 Complex volcano     Historical              D3
0606-03=  SOPUTAN                       Sulawesi-Indonesia    1.108 N 124.725 E  1784 Stratovolcano       Historical              D1
0606-04=  SEMPU                         Sulawesi-Indonesia    1.142 N 124.73  E  1549 Caldera             Fumarolic               U
0606-07-  TONDANO CALDERA               Sulawesi-Indonesia    1.23  N 124.83  E  1202 Caldera             Fumarolic               ?
0606-10=  LOKON-EMPUNG                  Sulawesi-Indonesia    1.358 N 124.792 E  1580 Stratovolcano       Historical              D1
0606-11=  MAHAWU                        Sulawesi-Indonesia    1.358 N 124.858 E  1324 Stratovolcano       Historical              D1
0606-12=  KLABAT                        Sulawesi-Indonesia    1.47  N 125.03  E  1995 Stratovolcano       Fumarolic               U
0606-13=  TONGKOKO                      Sulawesi-Indonesia    1.52  N 125.20  E  1149 Stratovolcano       Historical              D3
0607-01=  RUANG                         Sangihe Is-Indonesia  2.28  N 125.425 E   725 Stratovolcano       Historical              D2
0607-02=  KARANGETANG [API SIAU]        Sangihe               2.78  N 125.48  E  1784 Stratovolcano       Historical              D1
0607-03=  BANUA WUHU                    Sangihe Is-Indonesia  3.138 N 125.491 E    -5 Submarine volcano   Historical              D2
0607-04=  AWU                           Sangihe Is-Indonesia  3.67  N 125.50  E  1320 Stratovolcano       Historical              D1
0607-05=  UNNAMED                       Sangihe Is-Indonesia  3.97  N 124.17  E -5000 Submarine volcano ? Uncertain               ?
0608-01=  DUKONO                        Halmahera-Indonesia   1.70  N 127.87  E  1087 Complex volcano     Historical              D1
0608-03=  IBU                           Halmahera-Indonesia   1.48  N 127.63  E  1325 Stratovolcano       Historical              D2
0608-04=  GAMKONORA                     Halmahera-Indonesia   1.375 N 127.52  E  1635 Stratovolcano       Historical              D1
0608-05=  TODOKO-RANU                   Halmahera-Indonesia   1.30  N 127.43  E   979 Calderas            Fumarolic               U
0608-051  JAILOLO                       Halmahera-Indonesia   1.17  N 127.32  E  1130 Stratovolcano       Holocene                U
0608-06=  GAMALAMA                      Halmahera-Indonesia   0.80  N 127.325 E  1715 Stratovolcanoes     Historical              D1
0608-061  MOTIR                         Halmahera-Indonesia   0.45  N 127.40  E   690 Stratovolcano       Uncertain               ?
0608-07=  MAKIAN                        Halmahera-Indonesia   0.32  N 127.40  E  1357 Stratovolcano       Historical              D1
0610-01-  BOMBALAI                      Borneo                4.40  N 117.88  E   531 Cone                Holocene?               ?
0700-01=  BUD DAJO                      Sulu Is-Philippines   5.95  N 121.07  E   440 Pyroclastic cones   Historical              D3
0701-01=  BALUT                         Mindanao-Philippines  5.40  N 125.375 E   852 Stratovolcano       Holocene                U
0701-02=  MATUTUM                       Mindanao-Philippines  6.37  N 125.108 E  2293 Stratovolcano       Holocene                U
0701-03=  APO                           Mindanao-Philippines  6.987 N 125.273 E  2954 Stratovolcano       Fumarolic               U
0701-031  LEONARD RANGE                 Mindanao-Philippines  7.393 N 126.397 E   800 Stratovolcano       Holocene                U
0701-032  UNNAMED                       Mindanao-Philippines  7.443 N 126.073 E  1300 Unknown             Hot Springs             U
0701-04=  MAKATURING                    Mindanao-Philippines  7.647 N 124.32  E  1940 Stratovolcano       Holocene                U
0701-05=  LATUKAN                       Mindanao-Philippines  7.65  N 124.47  E  2158 Stratovolcano       Holocene                U
0701-06=  RAGANG                        Mindanao-Philippines  7.67  N 124.50  E  2815 Stratovolcano       Historical              D2
0701-061  KALATUNGAN                    Mindanao-Philippines  7.95  N 124.80  E  2824 Stratovolcano       Holocene                U
0701-07=  CALAYO                        Mindanao-Philippines  7.877 N 125.068 E   646 Tuff cone           Historical              D3
0701-071  MALINDANG                     Mindanao-Philippines  8.22  N 123.63  E  2435 Stratovolcano       Holocene                U
0701-072  BALATOCAN                     Mindanao-Philippines  8.80  N 124.92  E  2300 Compound volcano    Fumarolic               U
0701-08=  HIBOK-HIBOK                   Mindanao-Philippines  9.203 N 124.673 E  1332 Stratovolcano       Historical              D2
0701-09-  PACO                          Mindanao-Philippines  9.593 N 125.52  E   524 Compound volcano    Fumarolic               U
0702-01=  MAGASO                        Philippines-C         9.258 N 123.175 E  1904 Stratovolcano       Holocene                U
0702-02=  CANLAON                       Philippines-C        10.412 N 123.132 E  2435 Stratovolcano       Historical              D1
0702-03=  MANDALAGAN                    Philippines-C        10.615 N 123.22  E  1879 Stratovolcano       Holocene                U
0702-04=  SILAY                         Philippines-C        10.77  N 123.23  E  1535 Stratovolcano       Holocene                U
0702-05=  CABALIAN                      Philippines-C        10.287 N 125.22  E   945 Stratovolcano       Holocene                U
0702-07=  MAHAGNOA                      Philippines-C        10.872 N 124.853 E   800 Stratovolcano       Fumarolic               U
0702-08=  BILIRAN                       Philippines-C        11.523 N 124.534 E  1187 Compound volcano    Historical              D2
0703-01=  BULUSAN                       Luzon-Philippines    12.77  N 124.05  E  1565 Stratovolcano       Historical              D1
0703-02=  POCDOL MOUNTAINS              Luzon-Philippines    13.05  N 123.958 E  1102 Compound volcano    Holocene                U
0703-03=  MAYON                         Luzon-Philippines    13.257 N 123.685 E  2462 Stratovolcano       Historical              D1
0703-031  MASARAGA                      Luzon-Philippines    13.32  N 123.60  E  1328 Stratovolcano       Holocene                U
0703-04=  MALINAO                       Luzon-Philippines    13.422 N 123.597 E  1548 Stratovolcano       Fumarolic               U1
0703-041  IRIGA                         Luzon-Philippines    13.457 N 123.457 E  1196 Stratovolcano       Historical              D5
0703-042  ISAROG                        Luzon-Philippines    13.658 N 123.37  E  1966 Stratovolcano       Holocene                U
0703-043  LABO                          Luzon-Philippines    14.02  N 122.792 E  1544 Compound volcano    Holocene                U
0703-044  MALINDIG                      Luzon-Philippines    13.24  N 122.018 E  1157 Stratovolcano ?     Hot Springs             U
0703-045  DAGIT-DAGITAN                 Luzon-Philippines    13.53  N 121.078 E   364 Stratovolcano       Pleistocene-Fumarolic   Q
0703-046  PANAY                         Luzon-Philippines    13.723 N 120.893 E   501 Stratovolcano       Pleistocene-Fumarolic   Q
0703-05=  BANAHAW                       Luzon-Philippines    14.07  N 121.48  E  2177 Complex volcano     Holocene                U
0703-051  LAGUNA VOLC FIELD             Luzon-Philippines    14.12  N 121.30  E   654 Scoria cones        Anthropology            D6
0703-06=  MAQUILING                     Luzon-Philippines    14.13  N 121.20  E  1090 Stratovolcano       Holocene                U
0703-07=  TAAL                          Luzon-Philippines    14.002 N 120.993 E   400 Stratovolcano       Historical              D1
0703-08=  JALAJALA                      Luzon-Philippines    14.35  N 121.33  E   743 Fumarole field      Fumarolic               ?
0703-081  MARIVELES                     Luzon-Philippines    14.50  N 120.50  E  1420 Stratovolcano       Radiocarbon             D7
0703-082  NATIB                         Luzon-Philippines    14.705 N 120.40  E  1287 Stratovolcano       Holocene?               ?
0703-083  PINATUBO                      Luzon-Philippines    15.13  N 120.35  E  1600 Stratovolcano       Historical              D1
0703-084  ARAYAT                        Luzon-Philippines    15.20  N 120.742 E  1026 Stratovolcano       Holocene                U
0703-085  AMORONG                       Luzon-Philippines    15.828 N 120.805 E   376 Unknown             Fumarolic               U
0703-086  SANTO TOMAS                   Luzon-Philippines    16.33  N 120.55  E  2260 Stratovolcano       Uncertain               ?
0703-087  PATOC                         Luzon-Philippines    17.147 N 120.98  E  1865 Stratovolcano       Fumarolic               U
0703-088  BINULUAN                      Luzon-Philippines    17.308 N 121.093 E  2329 Compound volcano    Fumarolic               U
0703-089  AMBALATUNGAN GROUP            Luzon-Philippines    17.32  N 121.10  E       Compound volcano    Fumarolic               U
0703-09=  CAGUA                         Luzon-Philippines    18.222 N 122.123 E  1133 Stratovolcano       Holocene                U
0704-01=  CAMIGUIN DE BABUYANES         Luzon-N of           18.83  N 121.86  E   712 Stratovolcano       Historical              D3
0704-02=  DIDICAS                       Luzon Is-N of        19.077 N 122.202 E   244 Compound volcano    Historical              D1
0704-03=  BABUYAN CLARO                 Luzon Is-N of        19.523 N 121.94  E  1180 Stratovolcanoes     Historical              D2
0704-05=  UNNAMED                       Luzon Is-N of        20.33  N 121.75  E   -24 Submarine volcano   Historical              D3
0704-06-  IRAYA                         Luzon Is-N of        20.469 N 122.01  E  1009 Stratovolcano       Historical              D6
0705-01-  LEIZHOU BANDAO                SE Asia              20.83  N 109.78  E   259 Volcanic field      Holocene                U
0705-02-  CU-LAO RE GROUP               SE Asia              15.38  N 109.12  E   181 Cones               Holocene                U
0705-03-  TOROENG PRONG                 SE Asia              14.93  N 108.00  E   800 Unknown             Holocene?               ?
0705-04-  HAUT DONG NAI                 SE Asia              11.60  N 108.20  E  1000 Volcanic field      Holocene?               ?
0705-05-  BAS DONG NAI                  SE Asia              10.80  N 107.20  E   392 Volcanic field      Holocene?               ?
0705-06-  CENDRES, ILE DES              SE Asia              10.158 N 109.014 E   -20 Submarine volcanoes Historical              D2
0705-07-  VETERAN                       SE Asia               9.83  N 109.05  E       Submarine volcano   Fumarolic               U
0705-08-  POPA                          SE Asia              20.87  N  95.23  E  1518 Stratovolcano       Anthropology            D7
0705-09-  LOWER CHINDWIN                SE Asia              22.28  N  95.10  E   385 Volcanic field      Holocene?               ?
0705-10-  SINGU PLATEAU                 SE Asia              22.70  N  95.98  E   507 Fissure vents       Holocene                U
0705-11-  TENGCHONG                     China-S              25.32  N  98.47  E  2865 Pyroclastic cones   Historical              D5
0801-01=  UNNAMED                       Taiwan-E of          20.93  N 134.75  E -6000 Submarine volcano ? Uncertain               ?
0801-011  UNNAMED                       Taiwan-E of          19.17  N 132.25  E   -10 Submarine volcano   Uncertain               ?
0801-02=  UNNAMED                       Taiwan-E of          21.83  N 121.18  E  -115 Submarine volcano   Historical              D3
0801-03=  UNNAMED                       Taiwan-E of          24.00  N 121.83  E       Submarine volcano   Historical              D3
0801-031  KUEI-SHAN-TAO                 Taiwan               24.85  N 121.92  E   401 Stratovolcano       Pleistocene-Fumarolic   Q
0801-032  DATUN GROUP                   Taiwan               25.17  N 121.52  E  1130 Stratovolcano       Pleistocene-Fumarolic   Q
0801-04=  UNNAMED                       Taiwan-N of          25.42  N 122.33  E  -100 Submarine volcano   Historical              D3
0801-041  PENG-CHIA-HSU                 Taiwan-N of          25.63  N 122.07  E   129 Stratovolcano       Pleistocene-Fumarolic   Q
0801-05=  ZENGYU                        Taiwan-N of          26.18  N 122.458 E  -418 Submarine volcano   Historical              D2
0802-01=  IRIOMOTE-JIMA                 Ryukyu Is            24.558 N 124.00  E  -200 Submarine volcano   Historical              D2
0802-02=  OKINAWA-TORI-SHIMA            Ryukyu Is            27.85  N 128.25  E   217 Complex volcano     Historical              D1
0802-021  AKUSEKI-JIMA                  Ryukyu Is            29.45  N 129.60  E   586 Stratovolcano       Holocene                U
0802-03=  SUWANOSE-JIMA                 Ryukyu Is            29.53  N 129.72  E   799 Stratovolcano       Historical              D1
0802-04=  NAKANO-SHIMA                  Ryukyu Is            29.85  N 129.87  E   979 Stratovolcanoes     Historical              D2
0802-041  KUCHINO-SHIMA                 Ryukyu Is            29.97  N 129.93  E   627 Stratovolcanoes     Holocene                U
0802-05=  KUCHINOERABU-JIMA             Ryukyu Is            30.43  N 130.22  E   649 Stratovolcanoes     Historical              D1
0802-06=  KIKAI                         Ryukyu Is            30.78  N 130.28  E   717 Caldera             Historical              D1
0802-07=  IBUSUKI VOLC FIELD            Kyushu-Japan         31.22  N 130.57  E   922 Calderas            Historical              D6
0802-08=  SAKURA-JIMA                   Kyushu-Japan         31.58  N 130.67  E  1117 Stratovolcano       Historical              D1
0802-081  SUMIYOSHI-IKE                 Kyushu-Japan         31.768 N 130.594 E   100 Maars               Radiocarbon             D7
0802-09=  KIRISHIMA                     Kyushu-Japan         31.93  N 130.87  E  1700 Shield volcano      Historical              D1
0802-10=  UNZEN                         Kyushu-Japan         32.75  N 130.30  E  1359 Complex volcano     Historical              D1
0802-11=  ASO                           Kyushu-Japan         32.88  N 131.10  E  1592 Caldera             Historical              D1
0802-12=  KUJU GROUP                    Kyushu-Japan         33.08  N 131.25  E  1788 Stratovolcanoes     Historical              D5
0802-13=  TSURUMI                       Kyushu-Japan         33.28  N 131.43  E  1374 Lava domes          Historical              D6
0803-001  ABU                           Honshu-Japan         34.50  N 131.60  E   571 Shield volcanoes    Holocene                U
0803-002  SANBE                         Honshu-Japan         35.13  N 132.62  E  1126 Caldera             Radiocarbon             D7
0803-003  OKI-DOGO                      Honshu-Japan         36.17  N 133.33  E   151 Shield volcano      Anthropology            U
0803-004  DAISEN                        Honshu-Japan         35.37  N 133.55  E  1731 Stratovolcano       Holocene                U
0803-005  KANNABE                       Honshu-Japan         35.50  N 134.68  E   460 Shield volcano      Holocene                U
0803-01=  IZU-TOBU                      Honshu-Japan         34.92  N 139.12  E  1406 Pyroclastic cones   Historical              D1
0803-02=  HAKONE                        Honshu-Japan         35.22  N 139.02  E  1438 Complex volcano     Radiocarbon             D7
0803-03=  FUJI                          Honshu-Japan         35.35  N 138.73  E  3776 Stratovolcano       Historical              D4
0803-031  TATESHINA                     Honshu-Japan         36.10  N 138.30  E  2530 Stratovolcanoes     Holocene                U
0803-04=  ON-TAKE                       Honshu-Japan         35.90  N 137.48  E  3063 Complex volcano     Historical              D1
0803-05=  HAKU-SAN                      Honshu-Japan         36.15  N 136.78  E  2702 Stratovolcano       Historical              D5
0803-06=  NORIKURA                      Honshu-Japan         36.12  N 137.55  E  3026 Stratovolcanoes     Holocene                U
0803-07=  YAKE-DAKE                     Honshu-Japan         36.22  N 137.58  E  2455 Stratovolcano       Historical              D2
0803-08=  TATE-YAMA                     Honshu-Japan         36.57  N 137.60  E  2621 Stratovolcano       Historical              D3
0803-09=  NIIGATA-YAKE-YAMA             Honshu-Japan         36.92  N 138.03  E  2400 Lava dome           Historical              D1
0803-10=  MYOKO                         Honshu-Japan         36.88  N 138.12  E  2446 Stratovolcano       Radiocarbon             D7
0803-101  KUROHIME                      Honshu-Japan         36.80  N 138.13  E  2053 Stratovolcano       Holocene                U
0803-102  IIZUNA                        Honshu-Japan         36.73  N 138.13  E  1917 Stratovolcano       Holocene                U
0803-11=  ASAMA                         Honshu-Japan         36.40  N 138.53  E  2560 Complex volcano     Historical              D1
0803-12=  KUSATSU-SHIRANE               Honshu-Japan         36.62  N 138.55  E  2176 Stratovolcanoes     Historical              D1
0803-121  SHIGA                         Honshu-Japan         36.70  N 138.52  E  2036 Shield volcanoes    Holocene                U
0803-122  HARUNA                        Honshu-Japan         36.47  N 138.88  E  1449 Stratovolcano       Anthropology            D6
0803-13=  AKAGI                         Honshu-Japan         36.53  N 139.18  E  1828 Stratovolcano       Historical              D6
0803-131  HIUCHI                        Honshu-Japan         36.95  N 139.28  E  2346 Stratovolcano       Holocene                U
0803-14=  NIKKO-SHIRANE                 Honshu-Japan         36.80  N 139.38  E  2578 Shield volcano      Historical              D3
0803-141  NANTAI                        Honshu-Japan         36.77  N 139.50  E  2484 Stratovolcano       Holocene                U
0803-142  OMANAGO GROUP                 Honshu-Japan         36.78  N 139.50  E  2375 Lava domes          Holocene                U
0803-143  TAKAHARA                      Honshu-Japan         36.90  N 139.78  E  1795 Stratovolcano       Holocene                U
0803-15=  NASU                          Honshu-Japan         37.12  N 139.97  E  1917 Stratovolcanoes     Historical              D2
0803-151  NUMAZAWA                      Honshu-Japan         37.43  N 139.58  E  1100 Shield volcano      Radiocarbon             D7
0803-16=  BANDAI                        Honshu-Japan         37.60  N 140.08  E  1819 Stratovolcano       Historical              D3
0803-17=  ADATARA                       Honshu-Japan         37.62  N 140.28  E  1718 Stratovolcanoes     Historical              D2
0803-18=  AZUMA                         Honshu-Japan         37.73  N 140.25  E  2024 Stratovolcanoes     Historical              D1
0803-19=  ZAO                           Honshu-Japan         38.15  N 140.45  E  1841 Complex volcano     Historical              D2
0803-191  HIJIORI                       Honshu-Japan         38.60  N 140.18  E   516 Caldera             Radiocarbon             D7
0803-20=  NARUGO                        Honshu-Japan         38.73  N 140.73  E   462 Lava domes          Historical              D6
0803-21=  KURIKOMA                      Honshu-Japan         38.95  N 140.78  E  1628 Stratovolcano       Historical              D2
0803-22=  CHOKAI                        Honshu-Japan         39.08  N 140.03  E  2230 Stratovolcanoes     Historical              D1
0803-23=  AKITA-KOMAGA-TAKE             Japan                39.75  N 140.80  E  1637 Stratovolcanoes     Historical              D1
0803-24=  IWATE                         Honshu-Japan         39.85  N 141.00  E  2041 Complex volcano     Historical              D2
0803-25=  HACHIMANTAI                   Honshu-Japan         39.95  N 140.85  E  1614 Stratovolcano       Holocene                U
0803-26=  AKITA-YAKE-YAMA               Honshu-Japan         39.97  N 140.77  E  1366 Complex volcano     Historical              D2
0803-261  KANPU                         Honshu-Japan         39.93  N 139.88  E   355 Lava dome           Holocene                U
0803-262  MEGATA                        Honshu-Japan         39.95  N 139.73  E   291 Maars               Tephrochronology        D7
0803-27=  IWAKI                         Honshu-Japan         40.65  N 140.30  E  1625 Stratovolcano       Historical              D3
0803-271  TOWADA                        Honshu-Japan         40.47  N 140.92  E  1159 Stratovolcano       Historical              D6
0803-28=  HAKKODA GROUP                 Honshu-Japan         40.65  N 140.88  E  1585 Stratovolcanoes     Holocene                U
0803-29=  OSORE-YAMA                    Honshu-Japan         41.32  N 141.08  E   879 Stratovolcano       Historical              D4
0803-30-  MUTSU-HIUCHI-DAKE             Honshu-Japan         41.43  N 141.07  E   781 Stratovolcano       Fumarolic               U
0804-01=  OSHIMA                        Izu Is-Japan         34.73  N 139.38  E   758 Stratovolcano       Historical              D1
0804-011  TO-SHIMA                      Izu Is-Japan         34.52  N 139.28  E   508 Stratovolcano       Holocene?               ?
0804-02=  NII-JIMA                      Izu Is-Japan         34.37  N 139.27  E   432 Lava domes          Historical              D6
0804-03=  KOZU-SHIMA                    Izu Is-Japan         34.22  N 139.15  E   574 Lava domes          Historical              D6
